Conversiones,Inversion_USD,Puntaje_Creativo,Precision_Targeting,CTA_Claro,Num_Hashtags,Hora_Publicacion,Longitud_Texto,Dia_Semana
32,418,5,81,1,10,8.2,291,2
35,349,10,57,1,1,16.2,385,5
56,674,10,67,1,20,21.1,186,3
109,828,5,85,1,13,10.7,155,1
48,857,9,38,0,9,14.4,235,2
31,285,8,87,1,12,11.5,164,7
56,785,10,46,0,1,17.6,426,7
75,759,4,54,1,15,19.5,289,3
31,832,3,52,0,21,16.7,300,5
21,304,4,94,0,10,8.9,299,7
44,568,3,38,1,6,18.6,206,3
40,436,4,73,1,17,14.1,507,5
66,858,8,72,0,10,22.5,406,3
81,609,8,63,1,6,22.1,314,2
52,675,8,71,1,18,16.7,272,6
55,699,7,54,1,1,8.4,298,5
29,302,4,74,1,13,14.4,303,7
11,160,5,55,1,22,12.3,428,3
91,610,10,65,1,10,13.6,143,5
75,834,5,44,1,15,17.1,422,1
55,756,7,42,1,9,13.1,350,4
78,750,9,59,1,9,9.3,240,6
36,226,3,92,1,5,21.2,169,2
74,622,5,54,1,7,22.4,443,4
34,348,8,84,0,15,13,476,4
17,169,10,52,1,4,22.9,224,1
43,807,10,50,0,14,20.6,542,1
20,201,8,79,1,18,17.2,221,6
73,623,9,76,1,18,18.8,434,2
17,209,10,69,0,17,16.2,391,2
26,276,5,89,0,20,17.2,509,1
28,519,8,62,0,14,14.8,408,1
33,520,6,41,1,17,12,508,2
50,615,5,98,0,12,18.6,267,4
106,785,5,70,1,6,9,290,4
24,323,3,58,1,13,19.9,459,2
22,387,6,51,0,5,14.4,225,4
66,776,4,48,1,6,14.4,249,7
84,843,8,64,1,9,11,463,7
10,185,6,51,0,19,8.4,286,5
47,774,8,39,1,15,19.1,307,7
69,691,5,45,1,6,13.5,452,1
138,794,8,89,1,6,16.1,510,4
16,239,4,95,0,18,11.7,209,5
32,413,6,80,0,3,14.6,550,3
54,837,4,54,1,19,20.9,501,3
33,423,3,89,1,10,9.2,449,5
17,261,9,35,1,21,17.7,356,1
35,642,7,41,1,18,9.9,266,1
52,642,7,53,0,13,20.4,400,5
60,611,10,65,1,9,21.1,412,6
42,407,9,56,1,8,14.8,208,7
41,334,8,85,0,2,9.9,403,2
25,170,5,68,1,13,17.4,311,3
27,432,9,63,0,2,10.1,357,5
10,263,6,37,1,20,8.9,388,7
25,395,7,52,1,1,16.1,287,6
18,165,6,68,1,5,9.8,475,1
51,416,8,56,1,8,18.2,379,3
55,623,7,98,0,20,12.6,134,1
28,569,4,49,0,11,15.3,368,4
79,831,10,66,1,15,17.6,120,5
19,360,8,63,0,11,23.2,506,7
69,778,5,87,1,17,8.2,529,3
38,878,5,50,0,19,10.8,134,6
36,706,7,38,0,8,9.2,329,1
14,480,5,36,0,15,11.3,333,6
20,335,6,40,0,15,14.3,232,4
21,406,7,38,0,15,20,298,5
38,567,4,61,1,22,8.7,256,1
25,309,4,51,1,11,9.5,253,1
81,777,5,75,1,10,19.6,203,4
54,479,10,90,0,13,17.7,432,1
60,592,10,67,0,20,17.5,407,2
56,700,5,61,1,2,10.3,337,3
17,392,7,38,0,9,12.6,445,4
41,617,7,50,0,9,9.1,509,3
41,472,9,62,1,22,8.9,255,6
25,191,4,91,1,21,20.2,130,1
73,657,6,68,1,8,10,391,5
101,584,9,95,1,1,17.9,160,7
87,457,10,91,1,10,13.9,538,4
81,610,6,81,1,13,18,168,4
50,710,7,44,1,20,21,273,7
32,499,4,94,0,21,15.8,340,4
22,438,3,55,1,15,11.6,298,6
35,627,4,69,1,22,8.6,416,4
70,656,8,84,1,3,16.4,195,1
42,609,6,91,0,14,16.5,338,1
39,435,8,71,0,2,21,391,1
13,219,3,92,0,21,14.6,414,3
20,525,3,61,0,13,9,152,4
10,194,4,63,0,1,8.3,428,4
23,245,7,89,1,16,22.3,229,2
18,271,7,51,1,15,17.8,232,1
44,642,4,39,1,21,15.1,325,2
49,670,10,56,0,15,14.8,388,7
85,727,10,80,1,21,16.2,391,2
41,396,8,94,0,4,9.8,514,3
70,779,9,74,1,13,10,541,7
38,369,6,82,0,3,20.2,216,3
41,653,3,46,1,13,14.6,486,3
53,694,10,47,0,9,18.6,509,2
32,325,5,82,1,17,18,531,3
89,649,8,97,1,13,18,495,6
78,872,9,50,0,7,14.6,521,4
63,806,5,89,1,21,21,153,1
64,443,9,83,1,14,10.8,420,3
48,525,8,47,1,8,8.3,498,7
51,639,7,39,1,22,19.4,314,4
43,283,10,98,1,20,17.1,375,6
11,187,7,56,1,19,11.5,122,7
43,498,7,43,1,3,21,331,5
39,470,3,65,1,11,23.4,423,3
75,668,7,91,0,13,11.2,430,3
54,864,4,47,0,8,19,136,4
36,622,10,88,0,17,8.6,236,4
14,323,10,46,0,16,20.6,283,7
127,886,8,86,1,14,17.6,251,5
11,154,8,69,1,3,23.4,165,6
42,414,8,85,1,19,13.3,201,4
63,528,4,86,1,6,12.7,158,6
90,580,9,51,1,6,19.3,174,5
42,808,7,57,0,15,18,452,1
61,749,8,56,1,9,8,530,5
32,528,5,47,0,15,22,229,4
13,254,7,78,0,1,10.8,262,7
22,447,7,83,0,15,21.5,183,6
21,439,8,47,0,10,8.8,242,2
30,406,5,79,0,22,11.8,264,2
39,381,5,92,0,13,20,247,2
26,327,3,55,1,17,21.5,486,3
55,674,3,71,1,3,15.4,506,3
23,370,3,95,0,12,12.2,502,7
44,342,6,84,1,14,9.6,511,5
54,545,9,38,1,2,20.4,363,5
66,675,4,82,0,8,14.5,331,3
10,327,6,36,0,16,9.7,463,2
21,281,4,67,1,1,13.3,417,1
44,582,9,40,1,21,15.9,543,6
51,498,3,78,1,1,20.6,126,5
29,465,9,68,0,13,12.7,435,6
16,415,5,36,0,12,14.1,212,7
52,486,9,58,1,11,17.9,201,4
20,264,4,65,0,1,22.6,336,3
63,786,3,50,1,1,21.7,315,5
106,796,9,98,1,18,9.5,531,4
32,217,7,79,1,5,13,132,1
150,737,9,96,1,15,18,465,2
61,413,9,78,1,13,20.4,122,2
73,494,4,93,1,4,20.3,461,6
26,610,3,62,0,10,10.3,398,5
31,461,7,41,1,12,10,472,1
44,683,4,85,0,11,11.8,472,6
17,213,7,77,0,18,19.9,147,5
10,195,8,65,0,15,10.2,550,6
16,220,3,82,0,11,21.5,492,4
22,284,5,84,0,6,17.3,235,4
16,347,9,76,0,19,8.5,238,5
55,321,9,93,1,15,17.5,328,6
78,429,8,81,1,14,17.7,504,3
63,896,3,45,1,5,11.5,126,7
12,157,7,52,1,9,15.7,311,7
27,546,7,41,0,20,10.2,449,1
25,855,9,39,0,17,22.7,480,7
21,172,10,87,1,16,9.3,195,4
10,151,7,84,0,15,19.5,330,1
87,797,9,60,1,15,9.3,338,1
64,339,9,79,1,11,21,378,2
48,506,6,88,1,22,19.3,490,6
72,478,10,87,1,11,20.2,476,6
18,165,9,59,1,13,11,297,5
62,526,5,92,0,11,18.3,529,4
67,804,10,88,1,19,21.2,308,7
35,647,3,76,1,11,23.3,406,6
53,518,7,50,1,4,22.3,361,3
30,365,5,82,1,1,16.8,427,7
18,252,6,90,0,12,19.2,412,1
33,531,3,79,0,16,14,481,5
49,540,5,61,1,7,18.3,234,7
39,361,9,98,1,17,15,401,2
35,519,5,62,0,14,13.6,428,2
116,812,9,85,1,11,13.3,520,4
17,196,8,74,1,2,19.1,220,7
25,398,9,75,0,20,21,540,2
95,842,4,53,1,10,14.3,503,4
62,888,5,82,1,15,10.9,248,1
69,690,8,72,1,10,15.4,193,4
21,294,5,40,1,13,21.5,156,5
54,488,10,72,1,11,8.8,278,6
67,834,3,59,1,13,19.7,235,6
25,258,7,58,1,8,15.7,188,7
58,632,10,93,0,13,22.7,140,1
71,813,6,57,1,14,12.2,288,3
23,321,8,42,1,4,17.5,376,1
74,705,4,65,1,18,18.4,148,3
25,414,3,51,1,19,21.9,331,2
22,236,8,77,1,19,22.9,140,2
31,351,10,51,1,13,11.3,278,5
11,245,4,44,1,21,13.2,151,5
35,562,6,89,0,16,19.1,521,3
117,689,8,87,1,6,18.3,442,3
38,474,9,54,0,7,10.6,440,4
17,183,4,79,0,3,16,198,3
65,739,4,59,1,1,20.9,498,5
27,311,10,59,1,18,16.3,342,4
106,885,5,91,1,9,11,272,4
35,247,9,97,1,10,23.4,313,6
20,192,3,70,1,18,20.7,180,2
31,340,6,64,0,8,19,149,7
30,415,3,91,1,2,14.8,476,6
49,574,7,75,0,12,14.4,472,1
17,620,4,57,0,22,10.8,320,7
58,789,5,44,1,13,21.2,158,2
31,343,7,52,0,5,13.7,529,2
90,844,4,67,1,1,22,202,2
38,494,7,60,0,14,11.7,156,4
32,432,4,79,0,15,12.5,325,1
53,454,4,75,1,10,14.9,263,7
54,608,9,85,1,14,14.1,254,6
28,334,4,96,1,16,17,240,7
91,831,7,84,1,19,9.8,309,1
49,501,9,55,0,6,16.1,234,4
19,424,3,53,0,9,23.3,279,4
19,309,9,65,0,6,8.8,483,5
49,469,4,89,1,21,13.9,134,4
16,200,8,77,0,6,15.5,420,7
35,320,8,76,1,22,16.6,383,3
21,463,4,53,0,7,8.1,406,7
41,691,5,40,1,9,8.6,313,2
38,431,3,57,1,13,11,415,5
43,525,7,85,1,13,14.1,193,7
35,849,3,52,0,22,11.4,317,5
61,865,7,54,1,18,17,187,6
17,224,5,46,1,9,18.2,217,6
33,621,4,74,0,10,23,128,1
46,786,4,85,0,4,14.5,177,4
39,306,5,95,1,10,21.9,479,6
34,700,5,37,0,3,8.4,502,4
50,593,4,74,0,7,12.5,546,2
43,506,10,61,0,8,16.9,300,5
13,201,4,88,0,15,8.4,294,1
24,249,6,59,1,17,22.9,380,2
51,304,7,80,1,11,21.8,283,4
34,432,6,60,1,11,21.6,445,7
20,422,4,52,0,7,23.1,159,4
76,736,10,83,0,15,22.2,515,1
36,263,6,91,1,2,10.9,405,6
151,856,10,97,1,17,13.8,227,2
42,590,3,89,0,12,9.9,299,6
32,348,10,54,1,15,13.6,165,1
98,774,6,94,1,2,19.6,479,3
71,651,4,96,1,10,21.3,459,4
27,279,4,97,1,11,9.6,407,4
72,700,9,65,0,5,10.5,405,3
83,815,10,39,1,12,10.7,270,2
10,180,10,52,0,12,8.9,381,3
30,455,5,35,1,18,18.7,156,3
43,770,10,44,0,3,10.5,305,6
22,461,6,38,1,2,23.4,519,4
33,524,3,56,1,19,11.1,214,2
69,852,5,71,1,16,16.2,470,1
69,380,9,82,1,13,18.2,329,1
31,350,8,54,1,17,14.6,469,2
40,637,3,70,1,17,18,483,5
74,833,4,64,1,15,12.6,375,5
18,369,3,35,0,2,14.6,204,4
142,579,8,84,1,7,17.8,442,2
84,895,3,85,1,12,22.7,549,2
49,777,8,39,0,11,18.4,311,6
10,174,5,37,0,12,18.4,328,5
36,388,8,52,1,5,19.1,302,1
11,208,8,49,1,19,15.6,540,7
21,274,7,47,0,5,19.7,387,4
57,531,3,57,1,2,18.6,325,3
68,887,8,79,0,10,8.5,228,1
64,527,3,86,1,14,14.9,509,4
52,370,3,96,1,8,22.3,208,3
96,681,3,84,1,11,18.2,154,1
21,157,4,80,1,8,9.9,496,4
14,259,5,55,0,5,20.5,520,6
14,284,10,40,0,13,14.9,442,7
75,853,3,68,1,2,18.4,234,4
34,213,9,85,1,10,12.5,332,6
30,350,3,87,1,17,9.6,528,2
80,737,10,80,0,6,21.6,532,1
34,433,4,81,0,16,19.4,299,1
38,537,3,49,1,7,9.5,445,2
65,800,3,87,0,3,21.3,264,4
35,701,5,37,1,1,11.9,390,4
33,646,4,47,1,21,11.9,125,2
24,416,10,56,0,11,9.1,211,6
96,850,5,83,1,18,16.6,445,4
19,282,6,49,0,4,13,474,2
41,553,4,85,0,8,8.7,397,3
27,219,10,82,1,15,23.1,528,3
51,718,3,65,0,20,20.7,495,3
40,438,4,91,1,20,20.6,484,4
76,819,5,90,1,18,22.1,155,6
104,777,4,83,1,10,18.9,309,4
15,192,9,68,1,1,21.7,428,6
10,279,3,42,0,19,8.4,531,3
46,622,8,89,0,11,13.6,527,7
25,413,10,78,0,15,9.6,244,5
34,508,6,73,0,18,16.9,370,2
35,681,4,42,1,21,12.3,152,7
95,487,10,89,1,7,8.2,130,5
27,599,4,63,0,1,10.7,326,5
87,724,10,95,0,7,9.9,391,7
36,621,9,41,0,17,20,223,3
17,207,4,59,1,22,13.2,349,4
28,489,10,41,0,14,9.1,490,2
51,498,8,85,0,2,18.8,483,1
26,276,7,89,0,8,17.7,330,5
30,532,6,54,0,2,16.9,356,2
39,673,8,46,0,13,19.2,505,6
39,793,5,55,0,12,8.4,262,1
60,747,7,80,0,13,22.7,550,2
30,560,4,39,0,16,18.6,306,2
71,733,9,56,1,3,22.1,406,7
23,273,5,70,0,14,20.6,462,2
72,679,3,79,1,4,11,416,5
25,214,8,86,1,21,22,521,6
10,155,7,97,0,13,8.6,325,6
53,602,9,93,0,11,8.8,133,6
71,424,5,95,1,8,18.9,317,4
23,239,5,83,1,18,9.4,425,3
32,844,7,35,0,20,18.6,172,3
27,333,6,51,1,10,8.3,177,5
71,554,6,80,1,7,16.9,356,3
15,169,3,75,1,12,11.1,535,4
62,623,7,53,1,7,18.1,529,5
93,685,7,70,1,12,16.5,550,5
46,519,10,73,1,17,8.2,161,1
26,167,8,95,1,15,20.8,227,1
25,211,9,58,1,10,11.2,401,7
16,154,4,93,1,12,15.9,500,5
26,483,4,53,1,2,21.5,301,5
73,743,9,57,0,8,18.7,526,5
37,586,9,65,1,16,11.2,434,7
85,818,10,40,1,3,9.2,430,6
27,220,5,89,1,2,8.4,200,3
38,634,9,84,0,20,14.1,295,2
111,727,9,76,1,9,11.8,202,3
82,641,6,69,1,7,9.5,185,7
34,475,9,47,0,15,21.5,483,4
30,362,4,49,0,4,20.9,474,4
28,580,4,56,0,12,10.5,490,6
15,183,8,47,1,2,8.8,545,3
23,283,6,55,1,4,8.4,405,6
118,589,8,84,1,9,20.7,437,3
22,242,3,64,1,13,16.2,315,2
10,171,3,41,0,21,11.3,484,2
109,659,8,50,1,7,18.3,542,2
15,261,4,90,0,13,13,369,7
50,510,6,55,1,19,17.2,469,4
84,811,6,77,1,11,18.9,243,1
10,162,4,38,0,6,15.5,473,2
43,501,6,67,0,8,15.1,502,4
39,783,5,53,0,20,15.1,192,2
31,512,5,73,0,4,8.4,378,6
18,536,3,57,0,4,11.6,521,6
21,401,5,55,0,16,12.3,208,3
21,765,4,40,0,16,13.8,132,6
94,875,4,64,1,9,14.1,546,7
35,452,5,50,1,1,8.3,304,5
53,674,5,94,0,2,11.5,431,2
64,597,10,66,1,15,18.8,137,7
49,661,8,68,0,15,15.7,550,5
62,670,8,72,1,16,21.8,373,6
38,610,8,62,0,15,16.8,377,5
35,464,5,68,0,1,11.6,306,2
33,531,9,37,0,16,14.5,348,3
29,761,3,47,0,20,9.1,472,5
41,474,9,75,1,19,14,520,6
47,520,4,51,1,4,17.9,463,5
93,730,5,55,1,7,20.8,529,6
63,830,5,50,1,12,13.4,330,1
36,469,5,68,1,3,23.1,362,7
56,753,3,81,0,8,12.6,550,5
48,745,6,63,1,18,13.6,525,5
32,305,9,54,0,8,14.9,337,3
28,388,7,38,1,8,23,142,6
22,187,3,73,1,3,18.3,433,1
31,637,7,38,1,19,11.8,380,1
35,367,6,75,1,10,17.8,489,5
14,242,10,53,1,15,8.4,426,6
37,714,5,72,1,18,8.4,397,7
32,256,10,61,1,20,20.3,519,4
83,674,5,67,1,11,10,517,4
30,511,6,65,1,16,8.6,476,6
16,296,5,86,0,6,22.2,408,7
77,890,6,89,0,1,10.7,501,6
24,334,8,69,1,3,8.7,175,6
42,634,8,55,0,7,12.7,363,7
38,570,3,49,1,5,22.2,358,4
21,188,8,45,1,1,16.2,403,3
108,758,5,72,1,9,18.9,462,2
24,335,10,70,0,9,17.9,312,7
66,736,3,94,1,5,16.9,369,3
37,776,3,36,1,18,9.9,373,1
59,737,5,70,0,10,13.6,386,2
49,776,7,52,1,8,9.2,164,7
27,455,3,62,0,1,15.8,235,5
68,819,3,86,0,11,20.7,144,6
83,661,6,64,1,12,17,456,7
18,179,7,89,1,3,23.4,430,6
16,239,8,94,0,14,15.6,282,1
45,579,5,75,1,1,8.4,288,6
21,276,4,92,1,13,16.8,428,1
24,342,7,75,0,12,13.9,220,2
10,172,7,68,0,10,14.7,227,1
37,358,5,88,1,8,21.5,339,1
30,308,6,60,1,7,11.5,384,2
26,446,9,44,0,18,22.3,374,2
53,505,7,74,1,21,14.4,427,7
24,289,9,98,0,7,8.1,484,5
24,538,8,51,0,11,13.4,236,6
42,345,6,82,1,5,11.6,354,1
38,457,10,66,0,8,14.3,229,5
75,853,5,50,1,13,12.1,535,3
35,376,4,70,1,22,17.1,446,4
19,293,4,60,1,15,20.3,325,1
71,372,10,77,1,14,18.9,546,3
45,649,7,52,0,13,11.7,210,1
13,576,3,43,0,21,13.8,538,7
64,674,4,61,1,8,15.2,172,3
30,355,7,98,1,15,10.5,500,7
76,850,9,67,0,13,19.5,232,2
26,202,5,78,1,5,14.5,404,2
83,803,10,94,0,2,22.8,203,1
13,183,7,56,1,18,11.9,131,2
71,888,10,91,0,19,16.7,416,6
118,678,10,63,1,9,9.7,290,2
157,897,7,94,1,7,9.2,148,1
93,746,4,69,1,5,12.1,365,5
71,681,8,84,0,20,17.2,373,2
30,267,10,72,1,1,13,284,1
20,432,9,52,0,22,17.3,122,1
47,555,4,58,0,7,11.1,187,4
40,647,6,47,0,5,14.3,198,7
79,840,6,71,1,2,16.7,128,7
27,617,8,44,1,18,22,245,6
50,719,10,56,0,19,21.3,293,4
12,152,8,42,1,14,20.3,304,3
27,512,7,51,1,16,11,174,6
20,201,3,95,1,2,17.9,211,2
30,396,8,48,1,8,14.7,174,6
25,330,8,95,1,17,8.3,287,6
13,251,4,39,1,21,13.9,153,1
77,827,3,79,1,16,14.2,433,3
57,412,6,84,1,1,20.5,129,3
27,331,9,44,0,12,13.3,394,2
46,742,4,71,0,19,16,531,1
63,855,7,41,1,10,11.1,193,5
46,766,5,87,0,18,14.9,240,1
63,678,3,69,1,14,10.8,308,2
106,862,10,42,1,12,17.8,349,1
29,541,4,87,0,20,10.8,255,7
48,715,3,69,1,17,16.3,483,6
66,675,9,63,1,21,8.9,334,4
28,393,6,89,0,15,15,305,7
19,455,6,76,0,17,12.3,376,6
26,167,10,88,1,10,11.3,307,7
15,196,10,86,0,6,8.4,185,4
37,415,9,35,1,13,20.3,271,5
71,701,4,85,1,10,13,178,6
61,714,9,88,0,8,14.7,327,1
12,313,10,42,0,17,13.1,207,1
77,707,4,62,1,5,14.3,248,2
29,746,9,42,0,22,11.2,281,6
11,185,3,76,1,19,10.3,302,2
12,260,3,52,0,13,9.7,248,5
26,240,10,91,0,16,13.1,220,1
86,740,8,83,1,11,23.4,297,5
88,711,8,75,1,2,9.3,184,3
46,542,4,65,1,22,14.1,378,3
24,492,8,51,0,14,22.3,318,1
55,665,3,84,0,8,22.4,524,3
68,525,8,70,1,13,15.3,345,1
19,792,3,37,0,18,15.5,394,2
43,347,8,98,0,15,15.3,442,3
21,266,10,62,0,22,19.4,395,3
23,305,6,44,1,4,18.2,130,4
18,170,8,96,0,10,11.3,332,1
30,203,10,94,1,20,10.3,271,5
26,193,8,98,1,19,10.5,332,5
51,789,3,48,1,11,13.5,245,2
41,724,5,43,0,4,23.4,455,3
39,699,4,42,1,18,19.7,264,6
44,611,3,62,1,20,21,260,6
17,191,4,96,0,15,22.2,396,3
82,819,5,71,0,5,9.7,428,3
38,294,10,46,1,5,12.4,378,3
13,220,3,50,1,21,20.1,311,4
21,378,6,89,0,13,8.5,237,5
58,884,9,36,1,17,21.4,533,6
34,398,4,76,1,17,9.5,221,7
58,696,10,55,0,2,18.1,248,5
91,648,3,94,1,8,15.9,466,5
69,651,6,84,1,17,13.7,489,2
117,789,8,93,1,9,17.9,396,5
45,489,4,52,1,6,9.2,521,2
101,889,9,46,1,15,21.7,257,4
51,817,7,51,1,21,15.4,547,4
45,271,10,78,1,2,16.2,159,5
103,780,8,91,1,8,15.2,287,7
33,388,7,47,1,19,20.4,373,2
84,878,10,80,0,3,22.2,495,7
35,375,6,84,0,11,10.8,389,7
14,169,10,49,1,15,20.2,344,7
57,690,5,69,1,4,10.1,411,1
130,823,10,76,1,15,20.7,139,3
66,740,7,75,0,8,18.3,306,4
41,739,8,73,0,6,8.8,159,7
48,299,10,62,1,8,22.5,472,1
17,380,4,80,0,17,12.2,322,7
68,402,9,97,1,1,21.4,304,5
73,821,9,69,1,18,16.2,265,3
53,592,9,43,1,20,18.1,519,3
25,590,4,67,0,21,17.6,186,2
39,411,5,90,1,18,19.3,260,1
47,546,6,62,1,17,20.8,183,6
23,180,9,73,1,4,11.4,443,6
19,200,8,96,1,15,9.3,256,6
77,628,5,50,1,6,15.7,489,4
99,860,9,68,1,20,18,467,6
37,648,6,71,0,10,23.1,535,7
97,798,5,90,1,4,15.6,411,5
90,510,8,95,1,9,11.4,489,6
60,803,7,63,0,2,19.2,434,1
40,433,7,74,0,20,18.8,423,4
71,635,3,76,1,3,10.3,390,3
91,802,8,89,1,14,19.8,477,7
11,292,5,51,0,21,21,209,1
65,804,10,80,0,20,20.9,470,7
36,406,10,97,1,16,9.2,379,6
50,618,8,49,1,9,22.4,282,2
60,638,9,54,1,3,8,273,1
31,316,10,56,1,14,17.2,120,2
101,770,6,90,1,19,9.5,210,2
12,358,3,47,0,19,9.6,431,5
46,808,5,35,1,19,21,418,7
27,360,7,49,0,5,19.3,536,7
23,351,3,79,1,20,21.9,133,3
23,729,3,43,0,22,14.1,300,7
10,335,6,38,0,21,15.4,354,5
38,472,8,87,1,17,22.9,314,5
106,865,9,93,1,22,19.6,195,1
69,768,8,56,1,17,20.4,420,6
38,398,5,87,1,10,8.3,404,7
66,633,5,50,1,3,20.1,151,4
46,498,3,66,1,3,16.9,406,2
23,176,6,72,1,10,12.7,173,1
17,306,4,43,1,12,8,457,7
58,820,10,84,1,22,23.1,203,1
67,740,9,59,1,9,22.3,546,6
31,305,5,37,1,7,16.4,380,2
35,365,9,95,0,8,22.9,386,6
65,613,3,65,1,8,8.9,456,2
22,207,8,91,1,19,16.4,481,4
102,565,10,95,1,5,17.2,467,1
88,872,7,39,1,6,12.9,230,4
62,816,7,58,1,15,8.2,143,1
77,852,6,98,0,13,22.6,494,3
33,419,5,87,1,21,22,236,6
59,594,4,97,0,8,20.1,427,3
80,698,10,54,0,7,15.5,475,4
83,756,7,50,1,7,14,256,1
63,554,9,47,1,10,16.1,281,1
39,473,7,38,1,8,11.5,315,3
26,355,3,51,1,14,12.3,298,4
35,717,7,35,1,22,23.4,538,7
43,485,3,85,1,19,23.2,550,2
61,814,8,47,1,5,21.8,547,7
60,500,5,98,1,11,9.8,250,2
43,641,4,45,1,15,13.2,357,2
26,346,10,90,0,2,22.9,470,1
71,840,5,75,1,2,12.9,410,3
13,421,4,43,0,22,12,549,6
15,201,8,64,0,18,11.4,134,1
46,630,5,74,0,4,15.4,419,3
74,495,6,92,1,13,16.8,151,3
38,886,9,40,1,22,23.3,141,5
20,401,5,77,0,21,21.1,133,4
61,512,5,91,1,1,21,509,6
40,546,8,77,0,8,8.2,162,7
16,270,6,35,0,4,15.3,243,4
10,171,9,46,0,4,9.7,291,7
32,516,6,35,1,13,21.3,329,5
37,659,4,48,0,13,16.9,328,5
40,506,4,68,1,6,21.9,424,2
24,340,3,77,0,6,20.6,254,5
56,711,4,46,1,12,16.6,476,5
25,204,3,80,1,7,14.5,284,5
108,779,10,48,1,4,22.1,278,4
18,408,3,37,1,16,21.1,231,7
24,268,4,90,1,20,10.1,445,6
37,389,8,43,1,3,21.6,450,1
143,700,10,74,1,5,15,538,3
29,569,6,77,0,4,21,154,6
90,473,10,79,1,6,19.4,138,2
77,555,10,87,1,1,10.5,300,6
43,323,10,75,1,1,20.4,244,3
31,724,3,85,0,18,16.8,497,5
51,443,10,41,1,4,21.3,244,3
44,884,3,68,0,13,10.6,339,7
48,650,6,75,0,20,12,479,1
53,588,6,77,1,16,14.5,488,4
56,432,9,49,1,10,10,450,5
46,887,6,58,1,17,11.7,548,6
38,485,7,79,0,8,11.9,419,3
29,378,4,95,1,8,23.2,330,6
123,710,8,83,1,9,12.9,369,4
34,373,5,44,1,6,15.3,175,1
39,757,6,71,0,14,9.8,486,4
48,611,8,37,1,13,20.1,122,3
22,304,3,71,0,4,22.4,376,4
36,470,5,96,1,16,16.5,367,7
10,180,4,35,1,17,15,481,2
82,521,8,92,1,14,19.3,178,7
117,711,7,84,1,6,14.8,233,2
60,380,8,63,1,7,14.5,492,2
11,157,4,77,0,10,15,227,4
21,359,9,49,0,15,8.3,256,3
77,850,4,63,1,11,8.5,146,1
68,357,10,94,1,16,20.2,245,3
42,323,7,72,1,5,9.2,351,6
28,258,9,43,1,5,16.4,206,2
24,881,4,49,0,14,8.7,418,7
49,506,9,69,1,6,16.3,309,1
14,286,3,68,0,21,12.1,329,2
87,900,9,77,0,5,16.8,364,6
22,687,4,42,0,19,11,373,7
43,359,6,68,1,8,23.5,331,5
32,427,10,70,0,9,22.5,206,6
105,861,6,92,0,4,22,550,3
68,872,7,62,1,9,10,499,7
40,263,10,77,1,11,13.8,330,4
48,452,4,91,1,8,11.9,170,3
53,452,10,94,0,12,12.4,374,4
56,877,9,92,0,14,23,497,3
29,250,9,47,1,12,9.5,390,1
61,869,6,74,1,12,9.2,132,6
31,585,6,71,0,7,21.1,538,7
18,239,6,63,1,6,12.3,349,7
79,699,8,58,1,5,11.5,204,2
41,865,3,78,0,10,21.2,378,5
32,376,3,82,1,16,8,325,4
10,279,6,47,0,18,17.3,517,6
37,518,8,44,1,19,16.1,153,1
116,852,7,82,0,9,17.7,190,2
33,861,4,35,0,12,16,226,3
60,626,8,83,1,12,14.1,428,5
78,673,9,71,1,6,21.6,403,2
79,618,4,81,1,10,9.6,405,3
43,540,3,64,1,14,8.8,430,4
57,737,4,66,1,19,18.6,462,4
51,655,8,42,1,15,19.5,184,1
27,467,9,73,0,18,15.6,143,3
16,353,3,57,1,1,9.8,183,6
64,666,7,62,1,18,18.4,445,4
21,413,4,36,1,22,16.4,143,7
65,777,9,52,1,14,13.6,155,4
74,663,6,78,0,7,20.6,241,3
27,316,4,97,0,10,22.5,237,2
21,186,6,64,1,2,18.4,263,1
58,878,8,64,1,14,21.3,475,7
51,555,7,64,1,5,9.4,518,2
74,725,6,54,1,11,22.4,210,7
63,704,7,80,0,17,9.8,454,2
44,473,5,91,0,5,9.9,137,7
60,683,8,47,1,1,19.9,171,3
45,598,3,93,0,1,18.6,265,1
43,224,9,75,1,8,21.6,317,3
38,222,7,91,1,6,21.2,210,2
45,859,4,35,1,21,10.6,274,6
15,235,3,88,1,19,11.8,388,7
31,400,6,74,0,17,18.7,473,5
11,182,3,69,0,8,9.8,266,5
25,505,4,64,0,8,12,518,6
23,280,6,91,0,13,23.4,493,2
60,810,3,73,1,7,21.2,312,6
106,765,4,63,1,7,12.3,229,3
33,424,10,81,0,20,20.7,472,6
64,482,6,55,1,9,10.2,263,3
23,208,10,81,1,19,23.1,381,4
34,812,4,54,1,22,23,138,5
37,287,9,75,1,12,14.5,514,4
40,398,9,94,0,18,16,493,5
38,465,4,52,1,20,9.5,173,4
28,560,8,62,0,3,9,218,1
39,318,8,94,0,10,10.1,530,4
56,830,6,50,0,3,13.6,435,2
80,778,3,89,1,14,21.4,130,4
34,238,8,81,1,4,19.5,420,6
87,771,10,55,1,12,8.9,324,1
27,383,6,80,0,3,23.4,461,5
51,442,8,76,1,16,14.7,381,7
43,359,10,93,1,17,17.8,281,5
13,280,10,37,0,5,17.1,495,7
10,174,3,69,0,20,20.1,425,2
21,684,4,38,0,20,9.3,518,7
33,507,7,57,0,14,19,218,1
